method,selected_parameter,n_clusters,silhouette,noise_fraction,elapsed_seconds,davies_bouldin,calinski_harabasz,adjusted_rand,normalized_mutual_info
GMM,k=2,2,0.1840398395399618,0.0,4.731685400009155,1.9920558446084757,382.10364539261406,0.02611978280738345,0.027681510139353754
DBSCAN,"eps=4.488, min_samples=10",2,0.4363181206752652,0.055613850996852045,0.05422559997532517,0.6041398368226307,53.29904520747139,0.0040627989551933405,0.007859465849014589
