model,accuracy,f1_macro,f1_weighted,elapsed_seconds
MLP,0.45073375262054505,0.45078791202661783,0.4502413641459458,28.574511100072414
XGBoost,0.4863731656184486,0.41977727910604673,0.46355981131130275,5.146066099987365
